angle,curLapTime,damage,distFromStart,distRaced,fuel,gear,lastLapTime,opponents,racePos,rpm,speedX,speedY,speedZ,track,trackPos,wheelSpinVel,z,focus,x,y,roll,pitch,yaw,speedGlobalX,speedGlobalY,accel,brake,gas,clutch,gear,steer,focus,meta[0.5014230807405572],[],[],[],[],[],[0.2857142857142857],[],[],[],[0.09424779999999999],[0.5000005143366667],[0.5008333341905611],[],"[[0.041668699999999996, 0.0430461, 0.047526849999999995, 0.05719249999999999, 0.0788785, 0.11234000000000001, 0.144325, 0.20403749999999998, 0.358036, 1.005, 0.2543275, 0.1105665, 0.0748105, 0.057811999999999995, 0.04123585, 0.030726399999999997, 0.026067999999999997, 0.02393615, 0.02333315]]",[0.48333185],"[[0.5, 0.5, 0.5, 0.5]]",[],"[[-90, -45, 0, 45, 90]]",[],[],[],[],[],[],[],[0.1],[0],[0.55],[0],[0.2857142857142857],[0.5],"[[-90, -45, 0, 45, 90]]",[0]
[0.5014230807405572],[],[],[],[],[],[0.2857142857142857],[],[],[],[0.0957884],[0.5000005143366667],[0.5008333341905611],[],"[[0.041668699999999996, 0.0430461, 0.047526849999999995, 0.05719249999999999, 0.0788785, 0.11234000000000001, 0.144325, 0.20403749999999998, 0.358036, 1.005, 0.2543275, 0.1105665, 0.0748105, 0.057811999999999995, 0.04123585, 0.030726399999999997, 0.026067999999999997, 0.02393615, 0.02333315]]",[0.48333185],"[[0.5, 0.5, 0.5, 0.5]]",[],"[[-90, -45, 0, 45, 90]]",[],[],[],[],[],[],[],[8.326672684688674e-17],[0],[0.5],[0],[0.2857142857142857],[0.5],"[[-90, -45, 0, 45, 90]]",[0]
[0.5014230807405572],[],[],[],[],[],[0.2857142857142857],[],[],[],[0.0957802],[0.5000005143366667],[0.5008333341905611],[],"[[0.041668699999999996, 0.0430461, 0.047526849999999995, 0.05719249999999999, 0.0788785, 0.11234000000000001, 0.144325, 0.20403749999999998, 0.358036, 1.005, 0.2543275, 0.1105665, 0.0748105, 0.057811999999999995, 0.04123585, 0.030726399999999997, 0.026067999999999997, 0.02393615, 0.02333315]]",[0.48333185],"[[0.5, 0.5, 0.5, 0.5]]",[],"[[-90, -45, 0, 45, 90]]",[],[],[],[],[],[],[],[0],[0],[0.5],[0],[0.2857142857142857],[0.5],"[[-90, -45, 0, 45, 90]]",[0]
[0.5014230807405572],[],[],[],[],[],[0.2857142857142857],[],[],[],[0.095772],[0.5000005143366667],[0.5008333341905611],[],"[[0.041668699999999996, 0.0430461, 0.047526849999999995, 0.05719249999999999, 0.0788785, 0.11234000000000001, 0.144325, 0.20403749999999998, 0.358036, 1.005, 0.2543275, 0.1105665, 0.0748105, 0.057811999999999995, 0.04123585, 0.030726399999999997, 0.026067999999999997, 0.02393615, 0.02333315]]",[0.48333185],"[[0.5, 0.5, 0.5, 0.5]]",[],"[[-90, -45, 0, 45, 90]]",[],[],[],[],[],[],[],[0],[0],[0.5],[0],[0.2857142857142857],[0.5],"[[-90, -45, 0, 45, 90]]",[0]
[0.5014230807405572],[],[],[],[],[],[0.2857142857142857],[],[],[],[0.09576380000000001],[0.5000005143366667],[0.5008333341905611],[],"[[0.041668699999999996, 0.0430461, 0.047526849999999995, 0.05719249999999999, 0.0788785, 0.11234000000000001, 0.144325, 0.20403749999999998, 0.358036, 1.005, 0.2543275, 0.1105665, 0.0748105, 0.057811999999999995, 0.04123585, 0.030726399999999997, 0.026067999999999997, 0.02393615, 0.02333315]]",[0.48333185],"[[0.5, 0.5, 0.5, 0.5]]",[],"[[-90, -45, 0, 45, 90]]",[],[],[],[],[],[],[],[0],[0],[0.5],[0],[0.2857142857142857],[0.5],"[[-90, -45, 0, 45, 90]]",[0]
[0.5014230807405572],[],[],[],[],[],[0.2857142857142857],[],[],[],[0.0957557],[0.5000005143366667],[0.5008333341905611],[],"[[0.041668699999999996, 0.0430461, 0.047526849999999995, 0.05719249999999999, 0.0788785, 0.11234000000000001, 0.144325, 0.20403749999999998, 0.358036, 1.005, 0.2543275, 0.1105665, 0.0748105, 0.057811999999999995, 0.04123585, 0.030726399999999997, 0.026067999999999997, 0.02393615, 0.02333315]]",[0.48333185],"[[0.5, 0.5, 0.5, 0.5]]",[],"[[-90, -45, 0, 45, 90]]",[],[],[],[],[],[],[],[0],[0],[0.5],[0],[0.2857142857142857],[0.5],"[[-90, -45, 0, 45, 90]]",[0]
[0.5014230807405572],[],[],[],[],[],[0.2857142857142857],[],[],[],[0.0957476],[0.5000005143366667],[0.5008333341905611],[],"[[0.041668699999999996, 0.0430461, 0.047526849999999995, 0.05719249999999999, 0.0788785, 0.11234000000000001, 0.144325, 0.20403749999999998, 0.358036, 1.005, 0.2543275, 0.1105665, 0.0748105, 0.057811999999999995, 0.04123585, 0.030726399999999997, 0.026067999999999997, 0.02393615, 0.02333315]]",[0.48333185],"[[0.5, 0.5, 0.5, 0.5]]",[],"[[-90, -45, 0, 45, 90]]",[],[],[],[],[],[],[],[0],[0],[0.5],[0],[0.2857142857142857],[0.5],"[[-90, -45, 0, 45, 90]]",[0]
[0.5014230807405572],[],[],[],[],[],[0.2857142857142857],[],[],[],[0.0957396],[0.5000005143366667],[0.5008333341905611],[],"[[0.041668699999999996, 0.0430461, 0.047526849999999995, 0.05719249999999999, 0.0788785, 0.11234000000000001, 0.144325, 0.20403749999999998, 0.358036, 1.005, 0.2543275, 0.1105665, 0.0748105, 0.057811999999999995, 0.04123585, 0.030726399999999997, 0.026067999999999997, 0.02393615, 0.02333315]]",[0.48333185],"[[0.5, 0.5, 0.5, 0.5]]",[],"[[-90, -45, 0, 45, 90]]",[],[],[],[],[],[],[],[0],[0],[0.5],[0],[0.2857142857142857],[0.5],"[[-90, -45, 0, 45, 90]]",[0]
[0.5014230807405572],[],[],[],[],[],[0.2857142857142857],[],[],[],[0.0957316],[0.5000005143366667],[0.5008333341905611],[],"[[0.041668699999999996, 0.0430461, 0.047526849999999995, 0.05719249999999999, 0.0788785, 0.11234000000000001, 0.144325, 0.20403749999999998, 0.358036, 1.005, 0.2543275, 0.1105665, 0.0748105, 0.057811999999999995, 0.04123585, 0.030726399999999997, 0.026067999999999997, 0.02393615, 0.02333315]]",[0.48333185],"[[0.5, 0.5, 0.5, 0.5]]",[],"[[-90, -45, 0, 45, 90]]",[],[],[],[],[],[],[],[0],[0],[0.5],[0],[0.2857142857142857],[0.5],"[[-90, -45, 0, 45, 90]]",[0]
[0.5014230807405572],[],[],[],[],[],[0.2857142857142857],[],[],[],[0.0957237],[0.5000005143366667],[0.5008333341905611],[],"[[0.041668699999999996, 0.0430461, 0.047526849999999995, 0.05719249999999999, 0.0788785, 0.11234000000000001, 0.144325, 0.20403749999999998, 0.358036, 1.005, 0.2543275, 0.1105665, 0.0748105, 0.057811999999999995, 0.04123585, 0.030726399999999997, 0.026067999999999997, 0.02393615, 0.02333315]]",[0.48333185],"[[0.5, 0.5, 0.5, 0.5]]",[],"[[-90, -45, 0, 45, 90]]",[],[],[],[],[],[],[],[0],[0],[0.5],[0],[0.2857142857142857],[0.5],"[[-90, -45, 0, 45, 90]]",[0]
[0.5014230807405572],[],[],[],[],[],[0.2857142857142857],[],[],[],[0.0957158],[0.5000005143366667],[0.5008333341905611],[],"[[0.041668699999999996, 0.0430461, 0.047526849999999995, 0.05719249999999999, 0.0788785, 0.11234000000000001, 0.144325, 0.20403749999999998, 0.358036, 1.005, 0.2543275, 0.1105665, 0.0748105, 0.057811999999999995, 0.04123585, 0.030726399999999997, 0.026067999999999997, 0.02393615, 0.02333315]]",[0.48333185],"[[0.5, 0.5, 0.5, 0.5]]",[],"[[-90, -45, 0, 45, 90]]",[],[],[],[],[],[],[],[0],[0],[0.5],[0],[0.2857142857142857],[0.5],"[[-90, -45, 0, 45, 90]]",[0]
